NO;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
1881;01/12/2005;05/12/2005;Washington DC Metro Area, DC;23/01/2006 00.00;0361A
1882;01/12/2005;05/12/2005;Washington DC Metro Area, DC;23/01/2006 00.00;0361A
1883;01/12/2005;05/12/2005;Washington DC Metro Area, DC;23/01/2006 00.00;0361A
1884;01/12/2005;05/12/2005;Washington DC Metro Area, DC;23/01/2006 00.00;0361A
1885;08/12/2005;14/12/2005;Battle Creek Metro Area, MI;23/01/2006 00.00;0802A
1886;08/12/2005;14/12/2005;Detroit Metro Area, MI;23/01/2006 00.00;0802A
1887;08/12/2005;14/12/2005;Battle Creek Metro Area, MI;23/01/2006 00.00;0802A
1888;08/12/2005;14/12/2005;Detroit Metro Area, MI;23/01/2006 00.00;0802A
1889;30/11/2005;30/11/2005;Little Rock, AR;05/02/2006 00.00;0801A
1890;01/12/2005;05/12/2005;Phoenix, AZ;05/02/2006 00.00;1176Z
1891;21/12/2005;21/12/2005;Auburn, WA;05/02/2006 00.00;1170A
1892;23/12/2005;23/12/2005;Fort Worth, TX;05/02/2006 00.00;0801A
1893;26/01/2006;16/01/2006;Fort Worth, TX;05/02/2006 00.00;0801A
1894;23/01/2006;23/01/2006;Fort Worth, TX;05/02/2006 00.00;1101B
1895;23/01/2006;23/01/2006;Fort Worth, TX;05/02/2006 00.00;1101B
1896;24/01/2006;25/01/2006;Kansas City Metro Area, MO;05/02/2006 00.00;0203H
1897;24/01/2006;25/01/2006;Kansas City Metro Area, MO;05/02/2006 00.00;0203H
1898;24/01/2006;25/01/2006;Kansas City Metro Area, MO;05/02/2006 00.00;0203H
1899;25/01/2006;25/01/2006;Kansas City Metro Area, MO;05/02/2006 00.00;0203H
1900;25/01/2006;25/01/2006;Kansas City Metro Area, MO;05/02/2006 00.00;0203H
1901;25/01/2006;25/01/2006;Kansas City Metro Area, MO;05/02/2006 00.00;0203H
1902;25/01/2006;26/01/2006;Denver [Includes Lakewood], CO;05/02/2006 00.00;1101H
1903;26/01/2006;30/01/2006;Washington DC Metro Area, DC;05/02/2006 00.00;1102N
1904;31/01/2006;31/01/2006;Fort Worth, TX;05/02/2006 00.00;1101AK
1905;13/10/2005;13/10/2005;Boston Metro Area, MA;06/02/2006 00.00;1102F
1906;13/10/2005;13/10/2005;Boston Metro Area, MA;06/02/2006 00.00;1102F
1907;18/11/2005;21/11/2005;Washington DC Metro Area, DC;06/02/2006 00.00;0830C
1908;18/11/2005;21/11/2005;Washington DC Metro Area, DC;06/02/2006 00.00;0830C
1909;21/11/2005;21/11/2005;Washington DC Metro Area, DC;06/02/2006 00.00;0830C
1910;21/11/2005;21/11/2005;Washington DC Metro Area, DC;06/02/2006 00.00;0830C
1911;06/01/2005;06/01/2006;Burlington, NJ;06/02/2006 00.00;2102B
1912;06/01/2006;06/01/2006;Burlington, NJ;06/02/2006 00.00;2102B
1913;19/01/2006;20/01/2006;New York City, NY;06/02/2006 00.00;0801A
1914;10/01/2006;11/01/2006;Washington DC Metro Area, DC;19/02/2006 00.00;0343B
1915;10/01/2006;11/01/2006;Washington DC Metro Area, DC;19/02/2006 00.00;0343B
1916;11/01/2006;11/01/2006;Washington DC Metro Area, DC;19/02/2006 00.00;0343B
1917;11/01/2006;11/01/2006;Washington DC Metro Area, DC;19/02/2006 00.00;0343B
1918;31/01/2006;01/02/2006;Denver [Includes Lakewood], CO;19/02/2006 00.00;560
1919;01/02/2006;06/02/2006;Washington DC Metro Area, DC;19/02/2006 00.00;1176Z
1920;01/02/2006;06/02/2006;Washington DC Metro Area, DC;19/02/2006 00.00;1176Z
1921;08/02/2006;08/02/2006;Fort Worth, TX;19/02/2006 00.00;1102F
1922;09/02/2006;09/02/2006;Fort Worth, TX;19/02/2006 00.00;0501Z
1923;09/02/2006;09/02/2006;Fort Worth, TX;19/02/2006 00.00;0501Z
1924;09/02/2006;13/02/2006;Kansas City Metro Area, MO;19/02/2006 00.00;0510A
1925;29/12/2005;04/01/2006;Cleveland Metro Area, OH;21/02/2006 00.00;0802G
1926;20/01/2006;20/01/2006;Washington DC Metro Area, DC;05/03/2006 00.00;1176M
1927;02/12/2005;02/02/2006;Site to be determined after selection is made., US;05/03/2006 00.00;1101F
1928;07/12/2005;02/02/2006;Site to be determined after selection is made., US;05/03/2006 00.00;1101F
1929;01/02/2006;02/02/2006;Site to be determined after selection is made., US;05/03/2006 00.00;1101F
1930;02/02/2006;02/02/2006;Fort Worth, TX;05/03/2006 00.00;2210A
1931;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1932;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1933;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1934;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1935;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1936;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1937;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1938;17/02/2006;17/02/2006;Kansas City Metro Area, MO;05/03/2006 00.00;0510A
1939;24/02/2006;28/02/2006;Alexandria, VA;05/03/2006 00.00;2210B
1940;24/02/2006;28/02/2006;Alexandria, VA;05/03/2006 00.00;2210B
1941;12/01/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1942;12/01/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1943;12/01/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1944;12/01/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1945;12/01/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1946;23/02/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1947;23/02/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1948;23/02/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1949;23/02/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1950;23/02/2006;23/01/2006;Fort Worth, TX;06/03/2006 00.00;1101Q
1951;10/02/2006;10/02/2005;Washington DC Metro Area, DC;19/03/2006 00.00;1101B
1952;03/02/2006;03/02/2006;Spokane, WA;19/03/2006 00.00;1102F
1953;17/02/2006;17/02/2006;Kansas City Metro Area, MO;19/03/2006 00.00;0510A
1954;17/02/2006;17/02/2006;Kansas City Metro Area, MO;19/03/2006 00.00;0510A
1955;17/02/2006;17/02/2006;Kansas City Metro Area, MO;19/03/2006 00.00;0510A
1956;16/02/2006;21/02/2006;Denver [Includes Lakewood], CO;19/03/2006 00.00;1102F
1957;07/03/2006;10/03/2006;Philadelphia Metro Area, PA;19/03/2006 00.00;1101E
1958;07/03/2006;10/03/2006;Philadelphia Metro Area, PA;19/03/2006 00.00;1101E
1959;15/11/2005;21/11/2005;Washington DC Metro Area, DC;20/03/2006 00.00;1102F
1960;15/11/2005;21/11/2005;Washington DC Metro Area, DC;20/03/2006 00.00;1102F
1961;11/01/2006;12/01/2006;New Orleans Metro Area, LA;20/03/2006 00.00;0801A
1962;11/01/2006;18/01/2006;Denver [Includes Lakewood], CO;20/03/2006 00.00;0801A
1963;12/01/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1964;12/01/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1965;12/01/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1966;12/01/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;0303D
1967;12/01/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1968;12/01/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1969;23/02/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1970;23/02/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1971;23/02/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1972;23/02/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1973;23/02/2006;23/01/2006;Fort Worth, TX;20/03/2006 00.00;1101Q
1974;20/12/2005;21/12/2005;Washington, DC;02/04/2006 00.00;1102A
1975;09/02/2006;09/02/2006;Fort Worth, TX;02/04/2006 00.00;0501Z
1976;28/02/2006;06/03/2006;Washington DC Metro Area, DC;02/04/2006 00.00;0080A
1977;09/03/2006;13/03/2006;Kansas City Metro Area, MO;10/04/2006 00.00;1101AK
1978;31/01/2006;09/03/2006;Denver [Includes Lakewood], CO;16/04/2006 00.00;560
1979;24/03/2006;03/04/2006;Charleston, WV;16/04/2006 00.00;1101E
1980;30/03/2006;03/04/2006;Philadelphia Metro Area, PA;16/04/2006 00.00;1101E
1981;04/04/2006;04/04/2006;Little Rock, AR;16/04/2006 00.00;1176Z
1982;04/04/2006;04/04/2006;Little Rock, AR;16/04/2006 00.00;1176Z
1983;04/04/2006;04/04/2006;Little Rock, AR;16/04/2006 00.00;1176Z
1984;04/04/2006;04/04/2006;Little Rock, AR;16/04/2006 00.00;1176Z
1985;03/04/2006;05/04/2006;New York City, NY;16/04/2006 00.00;0301AB
1986;12/01/2006;23/01/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1987;23/02/2006;23/01/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1988;21/02/2006;24/02/2006;Fort Worth, TX;17/04/2006 00.00;0810B
1989;12/01/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1990;12/01/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1991;12/01/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1992;12/01/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1993;12/01/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1994;23/02/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1995;23/02/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1996;23/02/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1997;23/02/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1998;23/02/2006;28/02/2006;Fort Worth, TX;17/04/2006 00.00;1101Q
1999;13/03/2006;13/03/2006;Portland;17/04/2006 00.00;1601D
2000;13/03/2006;14/03/2006;Portland;17/04/2006 00.00;1601D
2001;27/12/2005;28/12/2005;Atlanta, GA;30/04/2006 00.00;0809A
2002;01/03/2006;02/03/2006;Fort Worth, TX;30/04/2006 00.00;0301Y
2003;05/04/2006;05/04/2006;Omaha & Offutt AFB Areas, NE;30/04/2006 00.00;0800J
2004;05/04/2006;05/04/2006;St Louis Metro Area, MO;30/04/2006 00.00;0800J
2005;20/04/2006;05/04/2006;Omaha & Offutt AFB Areas, NE;30/04/2006 00.00;0800J
2006;20/04/2006;05/04/2006;St Louis Metro Area, MO;30/04/2006 00.00;0800J
2007;12/04/2006;12/04/2006;Auburn, WA;30/04/2006 00.00;1101H
2008;13/04/2006;13/04/2006;New York City, NY;30/04/2006 00.00;0301N
2009;18/04/2006;18/04/2006;Lincoln Area, NE;30/04/2006 00.00;1176C
2010;20/04/2006;20/04/2006;Chicago Metro Area, IL;30/04/2006 00.00;343
2011;20/04/2006;20/04/2006;Chicago Metro Area, IL;30/04/2006 00.00;343
2012;20/04/2006;20/04/2006;Northern Indiana, IN;30/04/2006 00.00;343
2013;20/04/2006;20/04/2006;Northern Indiana, IN;30/04/2006 00.00;343
2014;20/04/2006;20/04/2006;Chicago Metro Area, IL;30/04/2006 00.00;343
2015;20/04/2006;20/04/2006;Northern Indiana, IN;30/04/2006 00.00;343
2016;25/04/2006;25/04/2006;Washington DC Metro Area, DC;30/04/2006 00.00;0343AE
2017;25/04/2006;26/04/2006;Sacramento, CA;30/04/2006 00.00;1176M
2018;27/04/2006;28/04/2006;Chicago Metro Area, IL;30/04/2006 00.00;1102O
2019;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2020;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2021;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2022;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2023;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2024;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2025;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2026;01/03/2006;01/03/2006;Boston Metro Area, MA;08/05/2006 00.00;0808A
2027;14/04/2006;14/04/2006;Portland, OR;14/05/2006 00.00;1102F
2028;14/04/2006;14/04/2006;Portland, OR;14/05/2006 00.00;1102F
2029;14/04/2006;14/04/2006;Portland, OR;14/05/2006 00.00;1102F
2030;14/04/2006;14/04/2006;Portland, OR;14/05/2006 00.00;1102F
2031;20/04/2006;20/04/2006;Richmond, VA;14/05/2006 00.00;0503Z
2032;20/04/2006;20/04/2006;Richmond, VA;14/05/2006 00.00;0809A
2033;20/04/2006;20/04/2006;Richmond, VA;14/05/2006 00.00;0809A
2034;20/04/2006;21/04/2006;Chicago Metro Area, IL;14/05/2006 00.00;1102F
2035;20/04/2006;21/04/2006;Chicago Metro Area, IL;14/05/2006 00.00;1102F
2036;13/06/2006;21/04/2006;Chicago Metro Area, IL;14/05/2006 00.00;1102F
2037;13/06/2006;21/04/2006;Chicago Metro Area, IL;14/05/2006 00.00;1102F
2038;26/04/2006;26/04/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0301CB
2039;27/04/2006;27/04/2006;Indianapolis Metro Area, IN;14/05/2006 00.00;0802G
2040;27/04/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2041;27/04/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2042;02/05/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2043;02/05/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2044;16/06/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2045;16/06/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2046;30/06/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2047;30/06/2006;28/04/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1102F
2048;01/05/2006;02/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0343Z
2049;01/05/2006;02/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0343Z
2050;01/05/2006;02/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0343Z
2051;02/05/2006;02/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0343Z
2052;27/07/2006;02/05/2006;Auburn, WA;14/05/2006 00.00;1102H
2053;01/05/2006;03/05/2006;Sacramento, CA;14/05/2006 00.00;1176M
2054;02/05/2006;03/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;343
2055;03/05/2006;03/05/2006;Philadelphia, PA;14/05/2006 00.00;1101Y
2056;02/05/2006;04/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0018B
2057;04/05/2006;04/05/2006;Washington DC Metro Area, DC;14/05/2006 00.00;0018B
2058;05/05/2006;05/05/2006;Kansas City Metro Area, MO;14/05/2006 00.00;1101AK
2059;05/05/2006;05/05/2006;Kansas City Metro Area, MO;14/05/2006 00.00;0800I
2060;05/05/2006;05/05/2006;Kansas City Metro Area, MO;14/05/2006 00.00;0800I
2061;05/05/2006;05/05/2006;Kansas City Metro Area, MO;14/05/2006 00.00;0800I
2062;05/05/2006;05/05/2006;Kansas City Metro Area, MO;14/05/2006 00.00;0800I
2063;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2064;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2065;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2066;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2067;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2068;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2069;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2070;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2071;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2072;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2073;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2074;09/05/2006;09/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2075;09/05/2006;10/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2076;09/05/2006;10/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2077;09/05/2006;10/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2078;09/05/2006;10/05/2006;San Francisco County, CA;14/05/2006 00.00;0800C
2079;06/02/2006;06/02/2006;Boston Metro Area, MA;15/05/2006 00.00;1171A
2080;28/03/2006;29/03/2006;Tyler, TX;15/05/2006 00.00;1176Z
2081;20/04/2006;20/04/2006;Oklahoma City, OK;28/05/2006 00.00;1170A
2082;27/04/2006;02/05/2006;Kansas City Metro Area, MO;28/05/2006 00.00;1102F
2083;02/05/2006;02/05/2006;Kansas City Metro Area, MO;28/05/2006 00.00;1102F
2084;16/06/2006;02/05/2006;Kansas City Metro Area, MO;28/05/2006 00.00;1102F
2085;30/06/2006;02/05/2006;Kansas City Metro Area, MO;28/05/2006 00.00;1102F
2086;19/04/2006;10/05/2006;Auburn, WA;28/05/2006 00.00;1170A
2087;19/04/2006;10/05/2006;Auburn, WA;28/05/2006 00.00;1170A
2088;11/05/2006;16/05/2006;San Francisco County, CA;28/05/2006 00.00;1176M
2089;11/05/2006;16/05/2006;San Francisco County, CA;28/05/2006 00.00;1176M
2090;16/05/2006;16/05/2006;Washington DC Metro Area, DC;28/05/2006 00.00;1035A
2091;16/05/2006;17/05/2006;Washington DC Metro Area, DC;28/05/2006 00.00;1101AU
2092;19/05/2006;23/05/2006;Washington DC Metro Area, DC;28/05/2006 00.00;1170A
2093;27/04/2006;24/05/2006;Washington DC Metro Area, DC;28/05/2006 00.00;0800C
2094;18/05/2006;24/05/2006;Washington DC Metro Area, DC;28/05/2006 00.00;0800C
2095;24/05/2006;24/05/2006;Washington DC Metro Area, DC;28/05/2006 00.00;0800C
2096;25/05/2006;25/05/2006;Fort Worth, TX;28/05/2006 00.00;1101H
2097;11/04/2006;11/04/2006;Alexandria & Arlington & Falls Church [Includes Ft. Myer & Rosslyn VA], VA;30/05/2006 00.00;0343C
2098;11/04/2006;11/04/2006;Alexandria & Arlington & Falls Church [Includes Ft. Myer & Rosslyn VA], VA;30/05/2006 00.00;0343C
2099;19/04/2006;20/04/2006;Denver [Includes Lakewood], CO;30/05/2006 00.00;0301A
2100;24/04/2006;24/04/2006;San Francisco County, CA;11/06/2006 00.00;1102F
2101;19/04/2006;10/05/2006;Auburn, WA;11/06/2006 00.00;1170A
2102;19/04/2006;10/05/2006;Auburn, WA;11/06/2006 00.00;1170A
2103;11/05/2006;11/05/2006;Fort Worth, TX;11/06/2006 00.00;1170A
2104;12/05/2006;12/05/2006;Washington DC Metro Area, DC;11/06/2006 00.00;0343B
2105;17/05/2006;17/05/2006;Baltimore, MD;11/06/2006 00.00;0809A
2106;17/05/2006;17/05/2006;Baltimore, MD;11/06/2006 00.00;0809A
2107;17/05/2006;17/05/2006;Baltimore, MD;11/06/2006 00.00;0809A
2108;17/05/2006;17/05/2006;Auburn, WA;11/06/2006 00.00;1101Y
2109;17/05/2006;17/05/2006;Auburn, WA;11/06/2006 00.00;1101Y
2110;17/05/2006;17/05/2006;Auburn, WA;11/06/2006 00.00;1101Y
2111;19/05/2006;22/05/2006;Detroit Metro Area, MI;11/06/2006 00.00;0802A
2112;19/05/2006;22/05/2006;Detroit Metro Area, MI;11/06/2006 00.00;0802A
2113;23/05/2006;23/05/2006;Ft Belvoir , VA;11/06/2006 00.00;0340G
2114;01/06/2006;01/06/2006;Washington DC Metro Area, DC;11/06/2006 00.00;0201A
2115;05/06/2006;05/06/2006;Detroit Metro Area, MI;11/06/2006 00.00;0802A
2116;06/06/2006;06/06/2006;Washington DC Metro Area, DC;11/06/2006 00.00;0343B
2117;07/06/2006;07/06/2006;Chicago Metro Area, IL;11/06/2006 00.00;1102F
2118;08/06/2006;08/06/2006;Alexandria & Arlington & Falls Church [Includes Ft. Myer & Rosslyn VA], VA;11/06/2006 00.00;0511A
2119;08/06/2006;08/06/2006;Alexandria & Arlington & Falls Church [Includes Ft. Myer & Rosslyn VA], VA;11/06/2006 00.00;0511A
2120;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2121;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2122;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2123;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2124;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2125;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2126;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2127;16/05/2006;16/05/2006;Washington DC Metro Area, DC;12/06/2006 00.00;2210AA
2128;01/06/2006;06/06/2006;Kansas City Metro Area, MO;12/06/2006 00.00;1105B
2129;10/05/2006;10/05/2006;Des Moines Metro Area, IA;19/06/2006 00.00;1176M
2130;10/05/2006;10/05/2006;Des Moines Metro Area, IA;19/06/2006 00.00;1176M
2131;12/04/2006;14/04/2006;Juneau;25/06/2006 00.00;1176M
2132;02/06/2006;02/05/2006;Chicago Metro Area, IL;25/06/2006 00.00;1102E
2133;05/05/2006;05/05/2006;Washington DC Metro Area, DC;25/06/2006 00.00;0501L
2134;31/05/2006;01/06/2006;Anchorage, AK;25/06/2006 00.00;1170A
2135;02/06/2006;02/06/2006;Chicago Metro Area, IL;25/06/2006 00.00;1102E
2136;02/06/2006;02/06/2006;Chicago Metro Area, IL;25/06/2006 00.00;1102E
2137;14/06/2006;04/06/2006;Kansas City Metro Area, MO;25/06/2006 00.00;0501B
2138;08/06/2006;08/06/2006;Kansas City Metro Area, MO;25/06/2006 00.00;1176B
2139;03/07/2006;08/06/2006;Fort Worth, TX;25/06/2006 00.00;1170A
2140;13/06/2006;13/06/2006;Kansas City Metro Area, MO;25/06/2006 00.00;1101CD
2141;13/06/2006;13/06/2006;Kansas City Metro Area, MO;25/06/2006 00.00;1101CE
2142;14/06/2006;14/06/2006;Kansas City Metro Area, MO;25/06/2006 00.00;0343F
2143;19/06/2006;19/06/2006;Norfolk, VA;25/06/2006 00.00;1101E
2144;23/06/2006;23/06/2006;Washington DC Metro Area, DC;25/06/2006 00.00;2210W
2145;20/03/2006;21/03/2006;Dallas, TX;26/06/2006 00.00;0809A
2146;05/06/2006;21/03/2006;Dallas, TX;26/06/2006 00.00;0809A
2147;17/04/2006;26/04/2006;Fort Worth, TX;26/06/2006 00.00;1670A
2148;24/05/2006;24/05/2006;Fort Worth, TX;26/06/2006 00.00;0800C
2149;24/10/2005;26/10/2005;Alexandria, VA;09/07/2006 00.00;1102A
2150;09/05/2006;10/05/2006;Washington DC Metro Area, DC;09/07/2006 00.00;1035A
2151;20/04/2006;13/06/2006;Chicago Metro Area, IL;09/07/2006 00.00;1102F
2152;13/06/2006;13/06/2006;Chicago Metro Area, IL;09/07/2006 00.00;1102F
2153;27/04/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2154;27/04/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2155;27/04/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2156;02/05/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2157;02/05/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2158;02/05/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2159;16/06/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2160;16/06/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2161;16/06/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2162;30/06/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2163;30/06/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2164;30/06/2006;19/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;1102F
2165;26/06/2006;26/06/2006;Kansas City Metro Area, MO;09/07/2006 00.00;0301EI
2166;27/06/2006;28/06/2006;Throughout South Dakota, SD;09/07/2006 00.00;1101Q
2167;27/06/2006;28/06/2006;Throughout South Dakota, SD;09/07/2006 00.00;1101Q
2168;21/06/2006;30/06/2006;Indianapolis Metro Area, IN;09/07/2006 00.00;1176Z
2169;30/06/2006;30/06/2006;Chicago Metro Area, IL;09/07/2006 00.00;1102F
2170;30/06/2006;30/06/2006;New Orleans Metro Area, LA;09/07/2006 00.00;1176M
2171;30/06/2006;05/07/2006;Washington DC Metro Area, DC;09/07/2006 00.00;0343B
